text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,internal_node_id,exp_id,full_screen,focus_shifts,view_history,mouse_click,stim_duration,exp_stage,stim,coded_response,trial_num,reference,stim_rating,reference_rating,responses,credit_var,subject
,2071.0,,2071.0,500.0,stim,single-stim-button,129,333076,0.0-128.0,dietary_decision,True,0,,Neutral,2071.0,decision,sbdietbar,0.0,23.0,wwbrownie,"{""taste"":1,""health"":1}","{""taste"":1,""health"":1}",,,0
,1239.0,,1239.0,500.0,stim,single-stim-button,130,334828,0.0-129.0,dietary_decision,True,0,,Yes,1239.0,decision,banana,1.0,24.0,wwbrownie,"{""taste"":1,""health"":2}","{""taste"":1,""health"":1}",,,0
,1641.0,,1641.0,500.0,stim,single-stim-button,131,336980,0.0-130.0,dietary_decision,True,0,,No,1641.0,decision,specialKbar,-1.0,25.0,wwbrownie,"{""taste"":0,""health"":1}","{""taste"":1,""health"":1}",,,0
,1590.0,,1590.0,500.0,stim,single-stim-button,132,339086,0.0-131.0,dietary_decision,True,0,,Neutral,1590.0,decision,butterfinger,0.0,26.0,wwbrownie,"{""taste"":1,""health"":0}","{""taste"":1,""health"":1}",,,0
,1448.0,,1448.0,500.0,stim,single-stim-button,133,341042,0.0-132.0,dietary_decision,True,0,,Yes,1448.0,decision,uTwix,1.0,27.0,wwbrownie,"{""taste"":2,""health"":-1}","{""taste"":1,""health"":1}",,,0
,1885.0,,1885.0,500.0,stim,single-stim-button,134,343433,0.0-133.0,dietary_decision,True,0,,No,1885.0,decision,keeblerfudgestripes,-1.0,28.0,wwbrownie,"{""taste"":1,""health"":-1}","{""taste"":1,""health"":1}",,,0
,1265.0,,1265.0,500.0,stim,single-stim-button,135,345209,0.0-134.0,dietary_decision,True,0,,No,1265.0,decision,mixedyogart,-1.0,29.0,wwbrownie,"{""taste"":-1,""health"":1}","{""taste"":1,""health"":1}",,,0
,1819.0,,1819.0,500.0,stim,single-stim-button,136,347535,0.0-135.0,dietary_decision,True,0,,Strong_No,1819.0,decision,brocollincauliflower,-2.0,30.0,wwbrownie,"{""taste"":-2,""health"":2}","{""taste"":1,""health"":1}",,,0
,1554.0,,1554.0,500.0,stim,single-stim-button,137,349598,0.0-136.0,dietary_decision,True,0,,No,1554.0,decision,ffraspsorbet,-1.0,31.0,wwbrownie,"{""taste"":0,""health"":1}","{""taste"":1,""health"":1}",,,0
,1255.0,,1255.0,500.0,stim,single-stim-button,138,351363,0.0-137.0,dietary_decision,True,0,,No,1255.0,decision,Reeses,-1.0,32.0,wwbrownie,"{""taste"":0,""health"":-1}","{""taste"":1,""health"":1}",,,0
,2607.0,,2607.0,500.0,stim,single-stim-button,139,354472,0.0-138.0,dietary_decision,True,0,,Strong_No,2607.0,decision,carrots,-2.0,33.0,wwbrownie,"{""taste"":-2,""health"":2}","{""taste"":1,""health"":1}",,,0
,1995.0,,1995.0,500.0,stim,single-stim-button,140,356973,0.0-139.0,dietary_decision,True,0,,No,1995.0,decision,strussel,-1.0,34.0,wwbrownie,"{""taste"":1,""health"":0}","{""taste"":1,""health"":1}",,,0
,1557.0,,1557.0,500.0,stim,single-stim-button,141,359034,0.0-140.0,dietary_decision,True,0,,Strong_No,1557.0,decision,FlamingCheetos,-2.0,35.0,wwbrownie,"{""taste"":1,""health"":-2}","{""taste"":1,""health"":1}",,,0
,1959.0,,1959.0,500.0,stim,single-stim-button,142,361500,0.0-141.0,dietary_decision,True,0,,No,1959.0,decision,HoHo,-1.0,36.0,wwbrownie,"{""taste"":1,""health"":1}","{""taste"":1,""health"":1}",,,0
,1510.0,,1510.0,500.0,stim,single-stim-button,143,363520,0.0-142.0,dietary_decision,True,0,,No,1510.0,decision,slimfastV,-1.0,37.0,wwbrownie,"{""taste"":0,""health"":0}","{""taste"":1,""health"":1}",,,0
,2002.0,,2002.0,500.0,stim,single-stim-button,144,366034,0.0-143.0,dietary_decision,True,0,,No,2002.0,decision,keeblerrainbow,-1.0,38.0,wwbrownie,"{""taste"":1,""health"":0}","{""taste"":1,""health"":1}",,,0
,2756.0,,2756.0,500.0,stim,single-stim-button,145,369298,0.0-144.0,dietary_decision,True,0,,Yes,2756.0,decision,reddelicious,1.0,39.0,wwbrownie,"{""taste"":1,""health"":2}","{""taste"":1,""health"":1}",,,0
,1630.0,,1630.0,500.0,stim,single-stim-button,146,371442,0.0-145.0,dietary_decision,True,0,,Yes,1630.0,decision,Lindt,1.0,40.0,wwbrownie,"{""taste"":2,""health"":-1}","{""taste"":1,""health"":1}",,,0
,1475.0,,1475.0,500.0,stim,single-stim-button,147,373430,0.0-146.0,dietary_decision,True,0,,Neutral,1475.0,decision,MrsFields,0.0,41.0,wwbrownie,"{""taste"":1,""health"":0}","{""taste"":1,""health"":1}",,,0
,1356.0,,1356.0,500.0,stim,single-stim-button,148,375292,0.0-147.0,dietary_decision,True,0,,Yes,1356.0,decision,uToberlorone,1.0,42.0,wwbrownie,"{""taste"":1,""health"":-2}","{""taste"":1,""health"":1}",,,0
,1748.0,,1748.0,500.0,stim,single-stim-button,149,377556,0.0-148.0,dietary_decision,True,0,,No,1748.0,decision,frozenyogart,-1.0,43.0,wwbrownie,"{""taste"":1,""health"":1}","{""taste"":1,""health"":1}",,,0
,2152.0,,2152.0,500.0,stim,single-stim-button,150,380221,0.0-149.0,dietary_decision,True,0,,Yes,2152.0,decision,cookies,1.0,44.0,wwbrownie,"{""taste"":1,""health"":-1}","{""taste"":1,""health"":1}",,,0
,1475.0,,1475.0,500.0,stim,single-stim-button,151,382201,0.0-150.0,dietary_decision,True,0,,Strong_Yes,1475.0,decision,KitKat,2.0,45.0,wwbrownie,"{""taste"":2,""health"":-2}","{""taste"":1,""health"":1}",,,0
,1508.0,,1508.0,500.0,stim,single-stim-button,152,384220,0.0-151.0,dietary_decision,True,0,,Yes,1508.0,decision,Doritosranch,1.0,46.0,wwbrownie,"{""taste"":1,""health"":-2}","{""taste"":1,""health"":1}",,,0
,2955.0,,2955.0,500.0,stim,single-stim-button,153,387680,0.0-152.0,dietary_decision,True,0,,Neutral,2955.0,decision,wwmuffin,0.0,47.0,wwbrownie,"{""taste"":0,""health"":1}","{""taste"":1,""health"":1}",,,0
,2307.0,,2307.0,500.0,stim,single-stim-button,154,390492,0.0-153.0,dietary_decision,True,0,,Yes,2307.0,decision,ChipsAhoy,1.0,48.0,wwbrownie,"{""taste"":1,""health"":-1}","{""taste"":1,""health"":1}",,,0
,1955.0,,1955.0,500.0,stim,single-stim-button,106,284970,0.0-105.0,dietary_decision,True,0,,No,1955.0,decision,Doritosranch,-1.0,0.0,FamousAmos,"{""taste"":1,""health"":-1}","{""taste"":1,""health"":0}",,,1
,2055.0,,2055.0,500.0,stim,single-stim-button,107,287527,0.0-106.0,dietary_decision,True,0,,Yes,2055.0,decision,ChipsAhoy,1.0,1.0,FamousAmos,"{""taste"":1,""health"":1}","{""taste"":1,""health"":0}",,,1
,1972.0,,1972.0,500.0,stim,single-stim-button,108,290005,0.0-107.0,dietary_decision,True,0,,Strong_Yes,1972.0,decision,Lindt,2.0,2.0,FamousAmos,"{""taste"":2,""health"":""NaN""}","{""taste"":1,""health"":0}",,,1
,1571.0,,1571.0,500.0,stim,single-stim-button,109,292088,0.0-108.0,dietary_decision,True,0,,Yes,1571.0,decision,laysclassic,1.0,3.0,FamousAmos,"{""taste"":1,""health"":-1}","{""taste"":1,""health"":0}",,,1
,1944.0,,1944.0,500.0,stim,single-stim-button,110,294544,0.0-109.0,dietary_decision,True,0,,No,1944.0,decision,frozenyogart,-1.0,4.0,FamousAmos,"{""taste"":2,""health"":1}","{""taste"":1,""health"":0}",,,1
,1464.0,,1464.0,500.0,stim,single-stim-button,111,296521,0.0-110.0,dietary_decision,True,0,,Yes,1464.0,decision,KitKat,1.0,5.0,FamousAmos,"{""taste"":2,""health"":1}","{""taste"":1,""health"":0}",,,1
,1778.0,,1778.0,500.0,stim,single-stim-button,112,298812,0.0-111.0,dietary_decision,True,0,,Strong_No,1778.0,decision,strawberries,-2.0,6.0,FamousAmos,"{""taste"":0,""health"":-1}","{""taste"":1,""health"":0}",,,1
,2177.0,,2177.0,500.0,stim,single-stim-button,113,301494,0.0-112.0,dietary_decision,True,0,,Yes,2177.0,decision,Reeses,1.0,7.0,FamousAmos,"{""taste"":2,""health"":0}","{""taste"":1,""health"":0}",,,1
,1709.0,,1709.0,500.0,stim,single-stim-button,114,303711,0.0-113.0,dietary_decision,True,0,,Neutral,1709.0,decision,butterfinger,0.0,8.0,FamousAmos,"{""taste"":2,""health"":1}","{""taste"":1,""health"":0}",,,1
,1136.0,,1136.0,500.0,stim,single-stim-button,115,305352,0.0-114.0,dietary_decision,True,0,,Yes,1136.0,decision,orange,1.0,9.0,FamousAmos,"{""taste"":2,""health"":-1}","{""taste"":1,""health"":0}",,,1
,1314.0,,1314.0,500.0,stim,single-stim-button,116,307178,0.0-115.0,dietary_decision,True,0,,Yes,1314.0,decision,RiceKrispyTreat,1.0,10.0,FamousAmos,"{""taste"":1,""health"":1}","{""taste"":1,""health"":0}",,,1
,1501.0,,1501.0,500.0,stim,single-stim-button,117,309185,0.0-116.0,dietary_decision,True,0,,Neutral,1501.0,decision,slimfastV,0.0,11.0,FamousAmos,"{""taste"":2,""health"":0}","{""taste"":1,""health"":0}",,,1
,1687.0,,1687.0,500.0,stim,single-stim-button,118,311387,0.0-117.0,dietary_decision,True,0,,No,1687.0,decision,redgrapes,-1.0,12.0,FamousAmos,"{""taste"":1,""health"":1}","{""taste"":1,""health"":0}",,,1
